ID,Name,Capital,Buy Motivation,Resell Motivation,Loyalty,KrpytoLove,Daytime,Musicians Per Session,Credit History,NFT Wallet,
6947346,Kati Kusch,10003.7,0.00417207,0.00367873,0.0818084,1,12,20,,0: ,
4954392,Ernst-Dieter Bolander-Müller,10013.5,0.000696632,0.00656754,0.0544736,1,7,32,,0: ,
8947905,Valentina Hörle-Reinhardt,10029.8,0.00769982,0.00653787,0.0735059,1,18,36,,0: ,
9435623,Frau Telse Girschner,9984.36,0.00119845,0.00114285,0.0326692,0,15,25,,0: ,
9671271,Prof. Emine Nette,9981.52,0.0116365,0.000507046,0.13707,1,8,35,,0: ,
7668684,Wilfriede Misicher,9986.5,0.0048399,0.00360103,0.0492788,0,15,12,,0: ,
4271758,Maurizio Nerger B.A.,9966.57,0.00753298,0.00062981,0.0438688,0,20,8,,0: ,
6934261,Lidija Dowerg,9994.99,0.000271475,0.00304563,0.0126076,0,11,24,,0: ,
6973794,Kordula Bolzmann,9995.62,0.0125887,0.00405831,0.0513572,1,14,24,,0: ,
7423535,Univ.Prof. Justus Bähr B.A.,10013.3,0.00640367,0.000810463,0.0945017,1,14,8,,0: ,
8719916,Herr Heinz-Willi Kusch,10002.6,0.00229029,0.0061187,0.0434932,0,11,23,,0: ,
1055195,Virginia Etzler,10011.3,0.0055031,0.00412123,0.109387,0,18,26,,0: ,
5838401,Katharine Klapp-Hahn,9994.56,0.0137093,0.00452128,0.0287771,1,1,37,,0: ,
5346082,Dr. German Hartung,9982.62,0.000796278,0.00455811,0.0947865,1,18,13,,0: ,
1526399,Gundel Wohlgemut-Martin,9993.56,0.00619988,0.00448046,0.0102155,1,12,8,,0: ,
7969784,Steve Drub MBA.,9999.01,0.00109756,0.00270311,0.0244873,1,13,15,,0: ,
3095225,Bianca Lorch-Hentschel,9989.71,0.00636813,0.00102867,0.129606,1,17,7,,0: ,
3005969,Emmerich Schottin B.A.,9984.1,0.00747998,0.00268539,0.0993569,1,13,29,,0: ,
6743567,Prof. Elfriede Niemeier B.Eng.,10039.3,0.00212828,0.00712536,0.141702,0,17,21,,0: ,
5117400,Edwin Eberhardt,9985.57,0.00801404,0.00586956,0.109459,1,14,17,,0: ,
6754059,Gundel Wohlgemut-Martin,10012.4,0.00695856,0.00276677,0.0855973,0,10,32,,0: ,
1667031,Eckard Langern B.Eng.,9989.86,0.00295436,0.00393123,0.217059,1,15,24,,0: ,
9898576,Margitta Mangold B.Eng.,10002.7,0.00823282,0.00662892,0.0323162,0,16,13,,0: ,
5328805,Univ.Prof. Dieter Rudolph,9985.06,0.0084786,0.00410242,0.0529515,0,13,53,,0: ,
9565868,Univ.Prof. Eckhart Lachmann,10020.2,0.0104155,0.0031058,0.0798454,0,17,33,,0: ,
1699257,Käte Margraf,10011.5,0.00572838,0.00667655,0.0913054,0,19,6,,0: ,
5774688,Dipl.-Ing. Natalija Förster,9994.16,0.00195077,0.00532803,0.177793,0,18,16,,0: ,
6766297,Katy Scholz MBA.,9996.87,0.000475416,0.00266083,0.0991085,1,17,26,,0: ,
8764653,Mathilde Anders,9957.73,0.00163091,0.00915538,0.0705099,1,11,11,,0: ,
2406159,Carlo Biggen B.Eng.,9972.96,0.00192778,0.0036675,0.112503,0,7,15,,0: ,
1789908,Sigurd Zirme,10001.5,0.00990442,0.00242003,0.12434,0,15,16,,0: ,
1989190,Hermann-Josef Kruschwitz-Hecker,9981.07,0.00598385,0.0076494,0.129269,0,13,33,,0: ,
7192071,Prof. Lorenzo Werner,9980.61,0.00114537,0.00667088,0.136142,0,13,0,,0: ,
5420028,Leonore Eigenwillig,10022,0.00271799,0.00578251,0.084013,0,19,43,,0: ,
5267674,Univ.Prof. Justus Bähr B.A.,10001.7,0.0061586,0.00168129,0.0238568,0,21,18,,0: ,
1099803,Gerhard Röhricht,9987.24,0.00844699,0.00936487,0.114834,0,12,30,,0: ,
5755648,Elfi Köster-Finke,10032,0.000882091,0.0026818,0.127942,0,17,14,,0: ,
3177537,Roberto Kohl-Hauffer,10004.8,0.000571493,0.00175697,0.12221,0,20,33,,0: ,
7580739,Lissi Ruppert,10012,0.00091692,0.00597676,0.00924716,1,12,11,,0: ,
3032648,Herr Ekkehart Ziegert B.A.,10016.3,0.00040258,0.00756489,0.00285477,0,15,21,,0: ,
1419234,Boris Etzold-Heidrich,10031.5,0.00138402,0.0035229,0.114565,0,19,11,,0: ,
5019675,Cecilia Wieloch-Heser,9986.29,0.00161856,0.00418868,0.0945418,0,14,56,,0: ,
2170647,Dorit Trubin B.A.,9974.83,0.000182811,0.0085483,0.10093,1,15,22,,0: ,
7300449,Otfried Niemeier-Rosemann,9992.91,0.0028986,0.00897147,0.154603,1,15,32,,0: ,
1845065,Emmerich Neuschäfer,9977.32,0.00711997,0.00231067,0.144651,0,13,32,,0: ,
6168654,Massimo Hahn,10046.8,0.00830586,0.00582498,0.0905437,1,20,11,,0: ,
7704947,Thoralf Höfig,10013.7,0.00372929,0.005244,0.140724,1,16,32,,0: ,
1918463,Sergio Paffrath,10008.3,0.00136838,0.00546074,0.084545,1,11,33,,0: ,
4212135,Gerhard Röhricht,9958.48,0.00519862,0.00194104,0.100888,0,21,22,,0: ,
1362899,Dipl.-Ing. Inge Holzapfel B.A.,10011.3,0.00327886,0.00250994,0.0251238,1,14,12,,0: ,
1483057,Dr. Magnus Walter MBA.,10002,0.00488527,0.0124918,0.0690979,1,17,24,,0: ,
6471042,Prof. Lorenzo Werner,10000.3,0.000383646,0.00392715,0.0665704,1,13,29,,0: ,
3311213,Dipl.-Ing. Catherine Ullmann,9964.96,0.0048539,0.00675121,0.120265,0,1,22,,0: ,
4814878,Univ.Prof. Luis Heinrich B.Sc.,10016,0.00851812,0.00767457,0.194522,0,17,20,,0: ,
9644601,Dr. Magnus Walter MBA.,10011.4,0.00343492,0.00131037,0.0814074,0,19,27,,0: ,
3815609,Siegrun Stumpf,9980.59,0.00109214,0.00399154,0.10896,1,19,23,,0: ,
6016069,Univ.Prof. Eckhart Lachmann,10006.5,0.00500078,0.00420648,0.0944478,0,12,44,,0: ,
9655673,Fridolin Kitzmann,9993.78,0.00387124,0.00597938,0.106955,1,16,11,,0: ,
3976750,Siegrid Flantz,10000.7,0.00200998,0.00204041,0.0958078,1,14,10,,0: ,
2016179,Ottomar Grein Groth,10025,0.00334031,0.0100384,0.131982,0,18,19,,0: ,
9570608,Univ.Prof. Luis Heinrich B.Sc.,9983.03,0.010882,0.0123346,0.0913684,1,16,18,,0: ,
1865910,Janett Rörricht,10013.6,0.00576977,0.00186725,0.142489,0,16,29,,0: ,
1476159,Univ.Prof. Arnulf Nette,9978.65,0.00963633,0.00650418,0.209619,1,19,14,,0: ,
4688384,Eckhart Pärtzelt-Schlosser,9982.34,0.0070477,0.0036615,0.073018,0,20,11,,0: ,
5365425,Elfriede Jacobi Jäckel,9982.56,0.00522378,0.000949826,0.0827322,1,15,23,,0: ,
5193975,Katy Scholz MBA.,10026.8,0.000521078,0.00705966,0.148594,0,16,22,,0: ,
2010733,Tülay Mude,10006.5,0.00526974,0.00212032,0.0334852,1,17,23,,0: ,
2540083,Mathias Hornig,9994.1,0.0039762,0.00799741,0.155982,1,11,15,,0: ,
1367950,Silvana Döring,10008.8,0.000706369,0.00383824,0.0176325,1,13,30,,0: ,
7107339,Mareike Trommler B.Eng.,10009.9,0.0102438,0.00262734,0.118257,0,8,0,,0: ,
5291173,Patrick Klapp,10038.9,0.000997745,0.00367625,0.126183,0,18,19,,0: ,
8067035,Evangelos Löffler,10031.2,0.00652403,0.00233589,0.0972585,0,17,19,,0: ,
3733118,Mechtild Müller MBA.,9995.43,0.00151073,0.00474129,0.0827805,1,15,5,,0: ,
8010025,Ottomar Grein Groth,10032.5,0.000151988,0.00538881,0.0945842,1,15,5,,0: ,
6955034,Dipl.-Ing. Karin Benthin,10002.6,0.00135485,0.00285143,0.149824,1,12,27,,0: ,
9247830,Dipl.-Ing. Canan Hölzenbecher,10008.6,0.00768713,0.0062043,0.0323657,1,23,17,,0: ,
1833738,Univ.Prof. Irena Davids,10036.6,0.00208576,0.00609904,0.131608,0,15,14,,0: ,
4212772,Natalija Mentzel-Rose,10007.7,0.000396721,0.00701655,0.0992442,0,16,7,,0: ,
9248177,Eckhart Pärtzelt-Schlosser,10025.4,0.00746287,5.55101e-05,0.064106,1,12,33,,0: ,
2812431,Ing. André Scheel MBA.,10034.5,0.00341568,0.0114786,0.137634,0,17,21,,0: ,
9931665,Ahmed Hecker MBA.,10004.4,0.000681452,0.00543353,0.126512,0,19,29,,0: ,
2207295,Sigurd Zirme,9994.5,0.00032103,0.00257532,0.197955,0,11,27,,0: ,
5300423,Ing. Anne-Rose Keudel B.A.,9997.72,0.00922301,0.00812109,0.0848519,0,20,1,,0: ,
1282838,Bianca Lorch-Hentschel,10067.5,0.00328975,0.00728181,0.02404,1,17,9,,0: ,
2300805,Dipl.-Ing. Heinz-Gerd Bärer,10017.2,0.000441474,0.006739,0.0173409,1,11,10,,0: ,
1269722,Engelbert Scheibe,10020.7,0.00200322,0.00413717,0.000355797,0,16,31,,0: ,
7717030,Johannes Bauer B.Sc.,9953.52,0.00338928,0.0063992,0.0365394,1,16,17,,0: ,
2506222,Alexa Gorlitz,9999.5,0.00123832,0.00701591,0.045223,1,12,9,,0: ,
3534608,Ingried Drubin B.Sc.,9997.7,0.00427823,0.00341285,0.126837,1,16,27,,0: ,
7057287,Janina Schäfer MBA.,10001.7,0.00160029,0.00678498,0.130262,1,16,24,,0: ,
5476632,Swen Atzler,9974.78,0.0114441,0.00233778,0.110595,1,20,25,,0: ,
8875035,Edelgard Carsten,9987.27,0.00227615,0.00662311,0.0946563,0,11,26,,0: ,
3819612,Thoralf Höfig,9990.76,0.00787438,0.00523829,0.000482483,0,16,16,,0: ,
6226585,Rudolf Rosenow,9995.56,0.00523168,0.00470592,0.0672954,0,9,25,,0: ,
4011657,Sigurd Zirme,10016.4,0.00316237,0.0073583,0.111091,0,20,23,,0: ,
8180089,Ruth Ortmann MBA.,10015.1,0.00562607,0.00461625,0.143776,0,16,8,,0: ,
2917235,Konstanze Hermann,9981.83,0.0051285,0.00808255,0.0534379,1,20,22,,0: ,
9986576,Hedi Riehl,9957.08,0.00411621,0.00853125,0.025762,1,18,23,,0: ,
1095304,Margareta Weller,9987.59,0.00110503,0.00211594,0.0733025,1,11,13,,0: ,
4762784,Ing. Dan Löwer,10013.9,0.000163358,0.0024871,0.0486794,1,1,1,,0: ,
5421618,Herr Joerg Sorgatz,9993.67,0.00461293,0.00127726,0.103916,0,9,21,,0: ,
6975576,Janina Schäfer MBA.,9962.14,0.00756334,0.0036666,0.0997392,1,11,17,,0: ,
9003806,Herr Rocco Matthäi B.Sc.,9987.16,0.00475392,0.00371467,0.132845,0,18,11,,0: ,
8899153,Eckard Langern B.Eng.,10043.5,0.00995696,0.00870037,0.0756277,1,19,18,,0: ,
3881397,Frau Irmhild auch Schlauchin,10012.3,0.000202788,0.00564039,0.037944,0,16,16,,0: ,
7231497,Siegrun Stumpf,10000.9,0.011442,0.00359779,0.111113,1,12,22,,0: ,
7424283,Siegmund Mosemann,10004.4,0.000400078,0.00473733,0.115673,1,12,37,,0: ,
2504221,Univ.Prof. Susanna Staude,9981.41,0.003894,0.00644779,0.147863,1,10,12,,0: ,
7571564,Thea Hesse B.Eng.,9992.36,0.000327409,0.00309831,0.0852583,1,12,26,,0: ,
7826263,Jonas Flantz,9991.35,0.000121323,0.00566224,0.081801,0,19,32,,0: ,
6089019,Hans-Wolfgang Schmidtke,10005.5,0.00178946,0.0064874,0.0368826,0,18,27,,0: ,
7171197,Käte Margraf,9980.5,0.0020636,0.00406397,0.138187,1,18,24,,0: ,
9845818,Stanislaus Seifert,10010.6,0.00388743,0.00441067,0.155166,1,19,34,,0: ,
3312182,Dörthe Radisch,10010.1,0.0010747,0.00467947,0.00969115,1,12,11,,0: ,
5659600,Klaus Peter Bohnbach,9999.19,0.0124443,0.0067999,0.0125513,0,12,31,,0: ,
8174424,Univ.Prof. Marie-Luise Dussen van,9981.95,0.000239858,0.00281204,0.110546,1,16,28,,0: ,
2791299,Paola Junk,9995.09,0.0021438,0.011388,0.173304,0,21,35,,0: ,
3994223,Prof. Wibke Meister B.Sc.,9997.28,0.0024056,0.00228276,0.0486407,1,21,20,,0: ,
4608644,Prof. Ortrun Preiß B.Sc.,9996.25,0.00893624,0.0054403,0.06207,1,16,22,,0: ,
2257532,Prof. Celal Hiller,10009,0.00217984,0.00656917,0.0439159,1,15,15,,0: ,
5503725,Natalija Mentzel-Rose,9988.96,0.00654123,0.00430041,0.094125,0,19,18,,0: ,
4051623,Ing. Claus-Dieter Sager,9996.24,0.00450822,0.00241109,0.129553,0,10,30,,0: ,
1963808,Ivo Hartung,10003.9,0.00520885,0.000233529,0.092678,1,17,12,,0: ,
8174693,Prof. Lorenzo Werner,9960.86,0.00133292,0.00209549,0.0474432,1,17,37,,0: ,
3603059,Amalie Pruschke,9992.6,0.00600243,0.00822416,0.0839579,1,19,5,,0: ,
7272028,Ingried Drubin B.Sc.,10024.2,0.00796395,0.00536693,0.0869148,0,10,36,,0: ,
5315008,Ing. Claus-Dieter Sager,10026.4,0.00195469,0.00427938,0.0444904,1,16,14,,0: ,
5877026,Paola Junk,10003.4,0.00785697,0.00617873,0.0693256,0,20,0,,0: ,
2463860,Mathias Hornig,9974.58,0.000816869,0.00256434,0.136179,0,16,44,,0: ,
3147848,Tomislav Boucsein,10015.1,0.0027648,0.00764951,0.0687137,1,16,10,,0: ,
9216653,Ing. Anne-Rose Keudel B.A.,9995.04,0.00517039,0.00267688,0.0487709,0,14,13,,0: ,
6119989,Mechtild Müller MBA.,10011.3,0.00212648,0.00337881,0.161258,0,14,15,,0: ,
9146291,Dr. Reinhilde Oderwald,9997.71,0.0034396,0.00596528,0.132154,1,22,6,,0: ,
2080983,Univ.Prof. Dino Dippel B.Sc.,10003.1,0.00399212,0.00838678,0.164573,0,16,18,,0: ,
8302038,Silvio Bolnbach,9995.33,0.00882293,0.00497887,0.172427,1,19,21,,0: ,
7594235,Amalie Pruschke,9966.9,0.00173891,0.00194098,0.173941,0,10,19,,0: ,
4494466,Patrick Klapp,9988.12,0.000236312,0.00741419,0.0785765,1,5,28,,0: ,
8259173,Ing. Nancy Juncken,10011.9,0.00217855,0.00812559,0.0931841,0,14,29,,0: ,
5826777,Cindy Seifert B.A.,9982.58,0.00263488,0.0113218,0.0299869,0,19,10,,0: ,
6840117,Leonore Eigenwillig,10020.9,0.00256211,0.00555564,0.111114,0,15,14,,0: ,
6832083,Gundel Wohlgemut-Martin,10006.5,0.00199738,0.00672646,0.0924952,1,12,13,,0: ,
4942308,Burkhardt Pohl-Eberhardt,10015.1,0.00424707,0.00736246,0.171942,1,17,28,,0: ,
7884213,Erik Johann,9958.42,0.00612132,0.0018158,0.0828087,0,18,12,,0: ,
5802018,Dipl.-Ing. Otto Gröttner,9990.57,0.00286081,0.00722478,0.117131,0,20,28,,0: ,
9434311,Herr Rocco Matthäi B.Sc.,10053.4,0.0040987,0.00524885,0.0705883,1,20,34,,0: ,
1637412,Marleen Zimmer,9952.54,0.00853388,0.00337737,0.0949709,1,17,25,,0: ,
1874249,Nuran Neureuther,10007.7,0.00808393,0.00538742,0.128505,0,8,16,,0: ,
6946402,Carolin Ullrich,10029,0.00712363,0.00208164,0.102621,0,14,18,,0: ,
7320556,Conny Salz,9994.75,5.32005e-05,0.00452675,0.014323,0,13,24,,0: ,
6430878,Gundel Wohlgemut-Martin,9981.47,0.00524191,0.00753576,0.00350731,0,17,25,,0: ,
6626906,Ing. Sarah Paffrath B.A.,10016.1,0.000944368,0.00941418,0.0844404,0,15,24,,0: ,
7441136,Juergen Klotz-Salz,9944.19,0.00300207,0.00695349,0.0542242,0,13,1,,0: ,
8829330,Herr Amir Jüttner,9986.11,0.0044256,0.00542526,0.155639,0,15,31,,0: ,
2243165,Burkhardt Pohl-Eberhardt,9999.68,0.0010737,0.00204045,0.0707923,0,18,10,,0: ,
6533080,Dipl.-Ing. Ismail Kade MBA.,10003.9,0.00461587,0.00771109,0.160727,1,10,17,,0: ,
8019676,Edeltraud Jacobi Jäckel,9984.15,0.00950549,0.00440681,0.168802,0,18,26,,0: ,
3161741,Christos Tröst,9971.98,0.00674217,0.00670273,0.147198,1,17,13,,0: ,
2825253,Prof. Hans Dieter Mälzer B.A.,9980.55,0.00654569,0.00406798,0.157283,0,22,1,,0: ,
6065913,Univ.Prof. Dieter Rudolph,10015.1,0.00104531,0.00555134,0.105476,0,15,13,,0: ,
8531179,Martha Gunpf-Stey,10003.3,0.00106256,0.00653227,0.240872,0,9,34,,0: ,
3954137,Theodoros Söding,9972.42,0.000315341,0.00268854,0.0686695,0,16,33,,0: ,
1381992,Claire Mülichen,10021.7,0.0122878,0.000796508,0.131482,1,15,18,,0: ,
2506290,Natalija Mentzel-Rose,10028.4,0.00383047,0.00800305,0.146291,1,22,26,,0: ,
9426151,Prof. Emine Nette,9982.89,0.00303687,0.00610513,0.0753141,0,18,20,,0: ,
7250125,Cecilia Wieloch-Heser,9961.69,0.000463407,0.00691455,0.139801,1,9,0,,0: ,
7349632,Stanislaus Seifert,10002.3,0.00464889,0.00306442,0.151421,0,16,6,,0: ,
6807049,Walentina Kohl,10020.5,0.00481028,0.00091981,0.189167,1,11,22,,0: ,
5329962,Burkhardt Pohl-Eberhardt,10000.5,0.000476366,0.00438251,0.169342,1,19,22,,0: ,
6244379,Heike Jähn,10030,0.00631926,0.00717677,0.0997119,1,11,18,,0: ,
5880294,Rolf Gröttner B.Eng.,9970.16,0.0110045,0.00222782,0.0677767,0,13,27,,0: ,
1539912,Bernfried Paffrath,9992.77,0.000267298,0.000537127,0.145204,1,12,22,,0: ,
9233130,Eckhart Pärtzelt-Schlosser,10009.5,0.00204811,0.00564089,0.142387,0,21,22,,0: ,
3217408,Mehdi Neuschäfer,9966.58,0.00258181,0.00765427,0.0470098,1,14,45,,0: ,
5873468,Steve Drub MBA.,9996.39,0.00534879,0.00553769,0.123893,1,13,6,,0: ,
3617277,Klaus-Jürgen Röhricht,10022.3,0.00159467,0.00914604,0.156807,0,13,29,,0: ,
5033706,Ing. Philipp Barkholz,10001.6,0.00817289,0.0074637,0.0321211,0,14,29,,0: ,
5452956,Ing. Paula Dobes MBA.,9993.04,0.0139372,0.00865671,0.0852714,0,8,19,,0: ,
7078235,Massimo Hahn,10025.2,0.00273181,0.00281268,0.0847738,1,19,13,,0: ,
8706562,Matteo Heinz,10000.5,0.00516168,0.00498521,0.0824393,0,15,23,,0: ,
7675078,Sören Geißler,9962.5,0.00210448,0.00335864,0.203409,0,14,7,,0: ,
9629876,Alicia Graf,10011.4,0.00545632,0.00388488,0.0744304,0,15,19,,0: ,
9216405,Lidija Dowerg,10016.9,0.00334705,0.00406058,0.0977124,1,14,16,,0: ,
7032156,Dipl.-Ing. Dagmar Mies,10002.8,0.00107745,0.00567609,0.0698329,1,15,33,,0: ,
7417909,Laurenz Henk,10005.5,0.00619402,0.00611067,0.156139,1,18,33,,0: ,
8731620,Ing. Anne-Marie Pohl,9973.12,0.00583977,0.00625799,0.0684566,0,9,26,,0: ,
3348996,Dipl.-Ing. Evamaria Mülichen B.Eng.,9977.11,0.00893386,0.00298089,0.16887,1,17,15,,0: ,
9980631,Burkard Seidel B.Sc.,10022,0.000984086,0.00229307,0.0332659,0,17,3,,0: ,
2663625,Johannes Bauer B.Sc.,9985.67,0.00638804,0.00529758,0.156241,0,7,28,,0: ,
2008215,Emmerich Schottin B.A.,9990.56,0.00102243,0.0080957,0.0216264,0,19,28,,0: ,
7211042,Dr. Sibylla Höfig,10021,0.00305791,0.00504225,0.150038,1,16,22,,0: ,
2673929,Caroline Wirth B.Sc.,9988.31,0.00204458,0.00202685,0.0389141,0,20,20,,0: ,
8378099,Siegrid Döring B.Eng.,9974.63,0.00761118,0.00162533,0.103973,0,16,17,,0: ,
5258279,Janina Winkler,10030.2,0.00450043,0.00224421,0.04263,0,9,25,,0: ,
4997583,Constanze Kambs B.A.,9974.45,0.00241312,0.00515413,0.113572,0,15,14,,0: ,
7196838,Hakan Linke,9977.35,0.00189163,0.00573217,0.0387008,1,14,21,,0: ,
5973909,Kathi Etzold,9996.65,0.00262401,0.0029764,0.107629,1,11,14,,0: ,
5440804,Dörthe Radisch,10011.9,0.000296702,0.00729918,0.188304,0,18,19,,0: ,
4200210,Ludwina Schmiedecke-Hermann,10008.3,0.00550724,0.00491429,0.0992675,1,2,44,,0: ,
2351153,Ing. Ulla Matthäi B.Eng.,10003.2,0.00407217,0.00658921,0.0377957,1,13,12,,0: ,
6484886,Herr Amir Jüttner,10000,0.00439938,0.00605746,0.0886443,0,13,43,,0: ,
2522633,Selma Kallert-Ullrich,10039.4,0.0024244,0.00223283,0.0877261,0,15,22,,0: ,
8275695,Rolf Gröttner B.Eng.,9993.68,0.00184347,0.00612872,0.0435129,1,21,22,,0: ,
6130518,Klaus-Günter Wähner B.Sc.,10000.8,0.000836334,0.00191211,0.0666646,1,22,22,,0: ,
8020513,Dörthe Radisch,10007.2,0.00168722,0.00764481,0.0546074,1,3,10,,0: ,
2666371,Univ.Prof. Radmila Barth,10003.1,0.000378342,0.00747415,0.0880135,1,18,33,,0: ,
3021789,Ing. Anne-Marie Pohl,10019.4,0.00425147,0.000198427,0.114705,1,19,27,,0: ,
2698902,Herr Ekkehart Ziegert B.A.,10009.9,0.00647978,0.000865659,0.0955161,0,16,7,,0: ,
4816438,Louis Gröttner,10011.7,0.00163627,0.00420256,0.106946,0,14,15,,0: ,
3363446,Lieselotte Warmer,10006.5,0.00271483,0.00387594,0.0660559,1,17,22,,0: ,
5920234,Selim Butte-Nerger,10006.9,0.00343203,0.00794259,0.0907651,1,8,28,,0: ,
7233370,Dipl.-Ing. Ismail Kade MBA.,9990.78,0.0025695,0.0069558,0.168043,0,14,28,,0: ,
1747388,Dipl.-Ing. Heinz-Gerd Bärer,9969.79,0.00259555,0.00478557,0.137674,1,15,10,,0: ,
1999712,Prof. Rudi Rädel,9999.7,0.000860447,0.0100856,0.0839918,1,20,5,,0: ,
6987143,Mechtild Müller MBA.,10012.9,0.00185647,0.000720246,0.112691,1,14,25,,0: ,
7221646,Arnold Heinrich,10011.5,0.00404389,0.00801599,0.0702361,1,19,24,,0: ,
9662003,Lieschen Schmidtke,10022.6,0.00639742,0.00829372,0.139312,1,22,24,,0: ,
7485393,Univ.Prof. Dieter Rudolph,10064,0.00367458,0.00458561,0.0956229,1,12,15,,0: ,
4308910,Sergio Paffrath,9970.96,0.0147414,0.002677,0.120555,0,9,23,,0: ,
6806136,Ing. Waltraut Heß B.Eng.,9982.8,0.00872052,0.00131039,0.0560806,1,13,52,,0: ,
8529438,Dipl.-Ing. Natalija Förster,10041.4,0.00169331,0.00222328,0.167429,1,12,22,,0: ,
1832732,Ing. Philipp Barkholz,9991.71,0.00928352,0.00665217,0.00439735,1,14,39,,0: ,
5099164,Dipl.-Ing. Bernadette Flantz,9985.34,0.00247389,0.0042242,0.0524274,1,15,19,,0: ,
3167611,Karlheinz Nette,10013.7,0.00274422,0.00166254,0.0687771,1,16,26,,0: ,
2337784,Traute Henschel,9992.28,0.0056723,0.00687942,0.112501,1,14,43,,0: ,
5554025,Alexa Gorlitz,9976.63,0.00233125,0.000382972,0.101355,0,21,16,,0: ,
7142869,Prof. Elfriede Niemeier B.Eng.,9995.32,0.00581493,2.42443e-05,0.143954,1,10,18,,0: ,
3810819,Traute Henschel,10015.3,0.00517932,0.00346228,0.101091,1,8,18,,0: ,
3070511,Univ.Prof. Arnulf Nette,10000.8,0.00100917,0.00641834,0.0909025,0,3,1,,0: ,
8669425,Denny Knappe,10003.5,0.00898564,0.000273887,0.121295,0,16,18,,0: ,
1069860,Rudi Ullrich-Bähr,9991.71,0.00625009,0.00311265,0.178722,1,18,28,,0: ,
9142075,Silvana Döring,9969.57,0.00205861,0.00349352,0.180368,1,15,15,,0: ,
3561687,Virginia Etzler,10006.6,6.25606e-05,0.00347878,0.110633,0,8,34,,0: ,
7598273,Frau Margarethe Täsche,9979.19,0.00823074,0.00678251,0.145601,0,20,9,,0: ,
4223664,Susana Holsten,10005.1,0.000110524,0.00653423,0.136011,0,13,5,,0: ,
5029047,Dr. Friederike Ullrich,10007.5,0.00232867,0.00424671,0.0700346,1,10,19,,0: ,
7266344,Ernest Tlustek,10003.1,0.0041014,0.00356944,0.150334,0,16,20,,0: ,
3634712,Zbigniew Drewes B.Sc.,9995.6,0.00539031,0.00724223,0.154596,0,12,20,,0: ,
2752486,Ortrud Buchholz-Neuschäfer,10029.5,0.0090317,0.00801502,0.0869978,1,13,10,,0: ,
6946625,Ing. Waltraut Heß B.Eng.,10037.2,0.000815842,0.00887808,0.0233537,1,12,11,,0: ,
1510975,Elfriede Jacobi Jäckel,9963.93,0.00663552,0.00366866,0.162698,1,15,26,,0: ,
3005287,Margitta Mangold B.Eng.,9999.99,0.00159134,0.00415015,0.0668894,1,9,16,,0: ,
5840530,Ing. Ralf Schinke,10019.6,0.00750293,0.00225585,0.0669573,1,15,18,,0: ,
8868847,Ottomar Grein Groth,10040,0.00283817,0.00588248,0.0572819,0,14,23,,0: ,
5732010,Univ.Prof. Eckhart Lachmann,10000.7,0.00592754,0.00347388,0.0888555,0,14,27,,0: ,
3572328,Univ.Prof. Eckhart Lachmann,10019.1,0.00379738,0.00640995,0.102213,1,16,13,,0: ,
2612932,Mathilde Anders,10030.5,0.00472916,0.00386682,0.147695,1,16,1,,0: ,
6288873,Ing. Ulla Matthäi B.Eng.,10002.3,0.00158052,0.00455036,0.0379121,0,13,28,,0: ,
7639367,Claire Mülichen,9980.68,0.00955088,0.00654914,0.0693028,1,14,21,,0: ,
2740910,Mehmet Hövel,9968.96,0.00924646,0.00708472,0.145776,0,6,11,,0: ,
7125750,Ingried Sauer,10009.7,0.00240984,0.00672846,0.167997,0,15,29,,0: ,
3474729,Tomislav Boucsein,10028.1,0.00275332,0.00548904,0.104032,1,11,29,,0: ,
8220006,Herr Ekkehart Ziegert B.A.,9974.69,0.000326869,0.000497165,0.068139,1,13,25,,0: ,
4596849,Natalia Lehmann,9961.96,0.000675433,0.00309861,0.129134,0,19,21,,0: ,
5763600,Dr. Markus Röhrdanz,9963.02,6.69332e-05,0.00625733,0.105795,1,13,4,,0: ,
6831740,Ernst-Dieter Bolander-Müller,10013.3,0.00121686,0.00582839,0.130605,0,16,15,,0: ,
5089977,Mehmet Hövel,9977.03,0.00668506,0.00563462,0.0938161,0,9,9,,0: ,
8139882,Siegrid Flantz,10017.6,0.00677881,0.00703884,0.0066199,0,12,3,,0: ,
3989698,Wilfriede Misicher,10022.2,0.00446561,0.0055172,0.222624,1,19,25,,0: ,
4073414,Univ.Prof. Emmerich Wende,10011.8,0.0051002,0.00146946,0.133253,0,9,11,,0: ,
8972924,Anne-Marie Reising-Conradi,9995.46,0.000280141,0.00748037,0.0785071,1,12,12,,0: ,
5453402,Silvana Döring,10023.7,0.0123117,0.00378604,0.0450142,1,16,7,,0: ,
1307129,Dr. Remo Hamann,9971.32,0.00138148,0.00819719,0.0675811,0,15,18,,0: ,
1856812,Prof. Ildiko Stahr,9996.27,5.60719e-05,0.00616521,0.16562,1,22,22,,0: ,
8412095,Dr. German Hartung,9994.92,0.000654226,0.00459935,0.0165555,1,0,29,,0: ,
5815708,Juergen Klotz-Salz,10042.5,0.00427938,0.00836442,0.182778,1,17,21,,0: ,
5220076,Herr Anthony Stumpf,9995.59,0.00607575,0.00297362,0.074453,0,13,25,,0: ,
9707421,Zlatko Caspar-Mosemann,9988.49,0.0019108,0.00317621,0.00717011,1,13,12,,0: ,
